transaction_amount,merchant_category,time_of_day,day_of_week,customer_age,transaction_count_24h,avg_transaction_amount,is_foreign,is_online,is_fraud
4.7566925544499155,1,13,2,79,48,14.777710150432773,0,0,0
3.1039187335019434,5,18,5,50,12,23.005366967732307,0,0,0
20.11113373144461,5,10,5,32,1,4.45230334126994,1,0,0
2.9459241547528157,2,1,0,64,31,78.90797105150213,0,0,0
3.5346345171285023,2,16,2,22,49,13.222218924114848,0,0,0
7.150447403215698,4,5,5,71,30,18.623075953971146,0,1,0
24.721752220692057,4,8,3,41,10,22.735400279607248,0,1,0
28.567805399992526,3,18,0,28,36,13.499847623382593,0,1,0
129.2561273353958,5,4,0,74,3,44.95014462465935,0,1,0
124.86375211919982,3,8,0,72,33,7.171151077930015,0,0,0
93.40239349081182,3,6,3,50,15,33.86300850708257,0,0,0
13.566102842574304,1,3,3,40,30,46.20748981798538,0,0,1
1.2689976450844542,1,17,1,27,24,34.35127577684563,0,1,0
1.2275599302929863,4,17,4,74,38,51.128690707528555,0,1,0
92.4432381151526,3,19,2,69,7,5.868770394206739,0,1,0
71.2098895937532,4,16,4,60,7,20.0182146898018,0,0,1
7.964094932496892,5,3,0,45,33,18.493512191888172,0,1,0
2.313810246549905,2,21,5,56,14,13.130004021899765,0,0,0
4.175664324337202,1,15,0,74,4,22.803794234167896,0,1,0
26.10277037415353,5,21,5,34,18,40.732237435267955,0,1,0
26.175961766369436,5,22,1,61,9,5.915877307518072,0,1,0
95.94709153445203,1,4,6,43,8,3.643320584641555,0,1,0
10.221244150326187,1,8,4,42,28,9.924292247034906,0,0,0
13.92862335854783,3,1,6,53,39,1.0156402349938864,0,1,0
108.63373112480454,4,1,6,29,36,11.36595656747135,0,1,0
0.8289111125592153,5,3,0,73,18,50.88937863792202,0,0,0
32.33594372616974,3,19,4,20,12,2.934503546699911,0,1,0
12.166141809590966,3,19,1,67,45,8.023013707819368,0,0,0
58.5066058532193,5,16,4,46,39,3.9090172301188986,0,0,0
43.33280217845209,5,19,5,61,15,18.114481618096733,0,1,0
7.067703001515647,2,20,2,73,29,23.03082321886228,0,1,0
9.383921211613188,4,18,6,41,4,12.446332014365765,0,0,0
0.6357415676957652,5,2,1,36,32,6.142028313229094,1,0,0
61.8670202795246,1,4,4,30,18,14.735632346693972,0,1,0
28.77942522993319,2,9,0,33,18,41.98290448307801,0,1,0
163.65630592099143,4,5,3,57,16,29.656558975963787,1,0,0
11.033101106665761,1,2,3,44,23,8.110275905743643,0,1,0
79.16255498862611,1,16,1,76,27,8.809443234652882,0,0,0
4.035422203862327,4,9,3,23,41,8.570115773391908,0,1,1
0.34743256276753826,2,23,2,59,36,19.894163727240514,0,0,1
17.430631498882686,1,11,1,74,21,3.0591640872426242,0,1,0
8.584664101886107,3,0,0,27,38,20.96152741383769,0,1,0
4.152737940156893,4,17,0,78,15,7.089362189584181,0,1,0
77.25858870383581,4,18,1,55,34,9.346944789895058,0,1,0
123.02283767787723,5,21,3,25,26,5.866873818372151,0,1,0
23.526605249672453,2,19,3,35,11,25.311928541135313,0,0,0
15.27505942773365,3,3,0,49,45,6.734715293494957,0,1,0
22.066542797522736,3,14,2,34,27,4.667502481031543,1,0,1
7.542929497994231,5,8,5,75,0,6.826814924230209,0,1,0
46.70699422080109,1,5,3,59,38,4.128306278036377,0,1,0
1.9955945395531491,1,11,2,19,17,28.837989952776873,0,0,0
4.016387261331106,3,17,6,61,22,4.044010555988599,0,1,0
6.129469919472173,2,22,3,37,21,11.666763030212035,0,1,0
45.24232970393449,1,14,5,27,3,6.355777910995628,0,0,0
12.759361205966202,4,18,1,26,47,58.471747559956626,0,1,0
154.56049792981446,5,8,4,65,10,18.596154275057266,1,1,0
67.01822749581076,2,21,0,56,17,6.493303324651783,0,0,0
6.039735603034007,1,23,1,58,47,14.462271179306587,0,1,0
51.94568666941205,3,12,3,42,6,4.906767172815637,0,0,0
10.888306963426528,5,15,5,42,20,23.8426631307347,1,1,0
40.84444156044415,1,12,0,41,34,14.406929048770026,0,1,0
72.07146854593746,3,0,4,23,36,18.52238772804636,1,1,0
106.91903894837758,1,17,4,47,49,4.694504064356049,0,1,0
27.194978839087888,5,21,5,76,29,3.0530999426951837,0,0,0
221.44749748544567,4,2,5,27,16,2.3082232063402572,0,0,0
38.93803490930285,4,16,3,56,32,2.4898817140445324,0,1,0
24.59586253568224,3,21,0,48,15,12.315834233986036,0,1,0
12.758891722105322,4,4,6,35,14,83.24740939624165,0,1,0
7.791523949657939,5,5,6,60,12,8.172280264054393,0,1,0
37.706239664176216,3,20,3,50,38,6.829463869084752,0,1,0
23.36260005451955,1,16,4,78,2,11.539148427078837,1,1,0
29.702713371683387,2,16,1,70,23,5.549969861539245,0,1,1
41.310584124463055,1,0,1,73,22,3.3810844018373243,0,1,0
29.515106505716638,5,6,2,36,44,6.330890799562344,0,1,0
411.55518184761144,3,21,4,40,47,9.708896024244211,0,1,0
9.09798239161119,1,15,6,22,0,78.2104731997707,0,1,0
38.41469298316725,3,4,6,77,31,7.4744584031784616,0,1,0
14.274292272820182,4,15,4,43,32,14.802263441110076,0,0,0
0.5004697256025925,2,3,3,46,47,3.0896557154381865,1,1,0
15.026131203853778,5,10,2,41,29,24.382660445147167,1,1,0
4.929583078003418,1,13,5,23,1,5.816516103082009,0,1,0
18.16989878123164,2,12,2,71,17,3.937780060130041,0,1,0
19.3056194743048,5,23,0,56,29,4.357539488911589,0,0,0
35.80318413997842,5,7,3,72,17,6.41139859354037,0,1,0
9.067811427282797,4,20,5,21,4,3.8338557112852087,0,1,0
10.939287056875962,3,19,5,75,4,16.30194340605571,0,1,0
57.45720898642715,3,14,6,65,7,4.119171162519945,0,1,0
5.968002046289429,2,17,1,77,8,23.239536560921135,0,1,0
1.2742025270415767,4,6,0,59,31,7.325637204101852,0,1,0
25.42027376542845,5,20,2,43,13,4.8697182373470085,0,0,0
100.11035438211594,4,18,1,32,12,6.151742174557142,0,1,0
56.47345549291125,4,8,4,30,17,4.412268550815985,1,1,0
26.133716309874405,2,10,3,57,3,12.448305779267402,0,0,0
131.1009995434459,3,9,2,39,49,7.062394353778455,0,0,0
101.80160383406474,4,13,4,76,21,37.017018653378734,0,0,0
12.226774869309384,4,15,5,30,19,1.2149429192631005,0,1,0
29.115846886625743,4,7,6,73,14,39.17805950063199,0,0,0
31.052841999164947,1,0,2,56,6,6.21744296031472,0,1,0
17.63479707871652,4,11,1,34,12,60.36511725628715,0,0,0
110.09805263252035,4,2,0,53,33,13.742428111529282,0,1,0
15.987215153248176,5,1,1,56,40,40.4351236888081,0,1,0
9.483767600171626,1,15,3,65,29,11.289533555321663,0,0,0
0.4117611272253864,4,3,6,42,4,10.616737780002218,0,0,0
6.065058430754801,4,1,3,51,0,4.716808715706684,0,1,0
2.792320964137439,2,11,2,38,30,11.117605764348564,0,1,0
18.904609346530894,2,23,1,42,19,4.4824428168987165,0,1,0
3.0632183888274516,1,16,0,42,18,14.692018160746027,0,1,0
50.05023056797431,5,19,5,39,28,14.31542348903934,0,1,0
105.91706818899576,1,20,3,40,44,10.776385154491654,1,1,0
19.168433971974473,1,9,0,42,37,41.97090031034941,0,0,0
4.590428733053425,2,19,4,31,9,20.037442229677687,0,1,0
30.864311978250687,2,7,2,31,28,4.854298379050726,1,1,0
343.85243149786373,5,17,0,43,30,21.506710178957466,0,0,0
215.66384968028774,4,17,2,57,10,31.56448639263257,0,1,0
2.4372782859532487,5,17,4,47,22,1.1111051318661176,0,1,0
2.3053399857158663,4,1,0,43,29,4.124769712045766,0,1,0
1.5694030753817414,3,11,6,55,24,7.621133013405485,1,0,0
3.649283399351363,2,9,0,39,15,5.398351472773892,0,0,0
29.294175361932446,3,7,5,56,22,23.06062739118236,0,0,0
8.714241028650855,3,18,4,56,32,5.020996413889659,0,1,0
5.7087206608454135,2,9,6,51,36,4.5065703517238305,0,0,0
95.45592773433128,3,10,6,42,27,15.46738079212505,1,0,0
44.48444949862679,1,13,1,53,26,9.669777441499859,0,0,0
1.5572883308056913,4,14,0,30,5,37.43189477839166,0,1,0
87.5830084195196,5,23,5,46,37,17.65349438850526,0,1,0
42.907733754878535,2,22,0,59,36,366.0381826454622,0,1,0
44.36251637300149,1,9,5,26,5,4.09306974556946,0,1,0
8.535969698147456,5,3,6,32,24,2.6406426589771033,0,1,0
15.165812701495183,5,6,3,48,12,48.21888988994431,0,1,0
1.041766372671586,5,10,6,61,32,261.5691017521936,0,1,0
73.73517874115892,3,23,1,44,32,9.74459455300733,0,1,0
4.48890808080242,3,21,0,48,24,8.862357791817328,0,1,0
5.4415092244663965,3,21,4,27,13,13.83614447237529,0,1,1
5.332328760694563,3,2,2,68,39,5.1934151108528805,0,1,0
299.0472762246811,1,4,4,70,40,1.741854360782193,0,0,0
7.3665088964633165,3,1,1,54,41,15.531542074194148,0,1,0
82.54886411564185,2,11,3,24,37,12.299520203245217,0,0,0
19.375547689321426,5,20,3,77,8,3.0539589245313588,0,0,0
5.7911762900069785,1,4,3,49,17,6.571504253767031,0,0,0
4.412316875435394,3,6,5,69,14,2.9853419284715144,0,1,0
7.820244881009427,5,3,4,28,3,17.663801510135038,0,0,0
17.962888684522902,1,10,2,65,33,11.859170294378478,1,0,0
49.531342924209405,5,21,6,62,37,14.325398722581097,0,0,0
9.90968419733873,1,8,6,45,16,20.488137904623525,0,0,0
9.368775337450913,4,3,2,21,6,36.46033553050326,0,1,0
5.356267029061296,1,21,6,65,31,14.555878420471512,0,1,0
3.349921081538098,3,8,5,62,22,22.537416860143217,1,1,0
2.9548960434911566,5,11,0,48,19,75.11752146681758,0,1,0
88.41515370098718,5,15,5,46,46,32.02613443986294,0,1,0
9.086060019874465,5,0,2,50,1,15.153422633081634,1,1,0
10.376941183779072,2,7,2,71,20,14.249755898363203,0,0,0
7.389655564329076,2,0,0,21,11,5.316390208183054,0,1,0
12.487342922397414,3,19,4,76,41,6.382504893126071,0,1,0
35.04423993591153,4,18,4,64,48,11.03799581070185,0,1,0
9.676291982521915,2,3,1,75,26,8.554045195499032,0,1,1
26.34055669732403,1,13,4,43,49,80.27656032653275,0,1,0
168.5635338553918,3,22,3,70,47,17.687518959389664,0,1,0
5.8738128746264335,4,13,3,79,9,16.29026318435779,0,0,0
10.389519888190982,1,8,1,48,7,39.376824154849054,0,1,0
52.54082067387055,5,8,2,48,20,14.629796194232124,0,0,0
189.79494466784786,2,16,1,44,21,9.245632137061202,0,1,0
3.115951562708619,1,14,0,42,12,15.773505128299046,0,1,0
1.5664218826576903,4,9,1,65,47,18.29243362528113,0,1,0
20.06727690417956,3,16,1,53,39,49.411304023442774,0,0,1
17.187539172342348,1,8,5,66,11,3.1347258910135496,0,1,0
57.41203465044974,3,3,3,48,16,5.8166241661371245,0,1,1
45.66538266461679,5,13,0,60,47,11.325809418630564,0,0,0
19.08791020707207,4,2,5,74,8,31.10059132700275,0,0,0
96.91383454326503,4,20,0,54,48,26.769011639700324,0,0,0
7.231695500382945,2,11,1,75,39,13.576452535034884,1,1,0
27.587732192061335,4,21,5,62,11,33.76080271136061,0,0,0
3.2428064941905355,1,0,5,61,8,6.209781462589189,0,1,0
18.85555538270784,1,0,0,78,29,80.10654740672852,0,1,0
2.2440954943960496,1,12,0,76,5,5.281981931537664,0,1,1
3.7668333170480253,5,13,4,40,24,2.1948223601966745,0,1,0
260.9105833863055,4,15,6,52,27,22.313146978771687,1,1,0
1.3010786461178483,4,6,0,21,9,2.9058121746415,0,0,0
14.51267574531812,1,9,5,45,40,7.3236186717842,0,0,0
69.46497606835139,2,14,2,59,27,10.557440792144014,0,0,0
562.2987951250864,2,7,0,58,28,18.44676246568739,0,0,1
26.196152861788367,4,10,3,59,35,33.54655437326925,1,1,0
28.540672896806665,4,23,4,30,10,3.159176501301741,0,1,0
21.31749447850295,3,13,3,18,20,3.9530091256851154,0,1,0
98.08668289261091,4,12,6,29,37,370.00850035245946,0,1,0
38.38072374912649,1,22,3,60,25,9.863557697647536,0,0,0
8.477099233906017,5,12,2,70,17,2.355249757487167,0,1,0
107.04695148500483,4,8,4,57,3,4.44349190036429,0,1,0
10.041373686091557,4,16,6,43,43,7.189101961608388,0,1,0
1.8262338118104797,1,17,1,72,40,12.243393723847399,0,0,0
1.834942577032574,3,18,5,63,14,40.14790942028076,0,1,0
14.855910215250875,4,12,5,63,22,62.41999642705068,0,1,0
23.442775084006925,2,11,0,69,40,5.34160281607989,0,1,0
84.22096742716447,2,20,5,40,5,6.903467585857702,0,0,0
52.521605468348284,2,19,2,66,42,14.132919836614455,0,1,0
22.641316882000954,5,19,5,39,6,5.894176036967529,1,0,0
91.58483829183709,5,7,2,74,45,40.158307884189675,0,0,0
20.47299826135071,4,23,1,68,47,143.55468195708355,0,1,0
2.8987249005352864,4,10,2,69,14,12.445181973378027,1,1,0
2.0903290986167975,4,6,1,73,8,16.918841425675314,0,1,0
136.73319720693354,5,0,1,45,29,6.780410237441251,0,1,0
0.6922246847613087,4,9,1,70,43,17.043104653285837,0,1,0
14.86320976700466,1,14,2,70,42,4.219950629464957,0,0,0
1759.3333548629578,3,3,6,34,27,4.715652738828297,0,1,0
39.998828511227636,2,0,1,23,29,1.979918620126825,0,1,0
14.690275867509248,2,10,6,31,7,27.54778946755514,0,0,0
1.6052951761080365,1,4,2,67,34,48.852648517995036,0,1,0
227.25116332805058,4,18,4,34,34,34.145845775363426,0,0,0
124.05708294907755,5,18,1,55,25,13.381955271412345,0,1,0
56.10334118991171,4,3,2,22,29,8.905534633340576,0,0,0
20.06868019456867,4,1,2,30,34,11.103534337762195,0,1,0
47.37138575744634,2,6,6,65,37,4.3959934726021235,0,1,0
16.071835818633883,2,12,2,70,10,31.21547631484386,0,0,0
4.665097032888759,5,19,0,26,19,34.758032571451395,0,1,0
84.310161481006,2,20,6,61,45,4.210303073260799,0,0,0
18.6158248080069,4,11,6,59,30,4.785960336243103,0,1,0
43.943993450053334,1,1,0,43,33,3.2354976095074433,0,1,0
16.748607812754848,5,21,1,30,11,9.44469704531788,0,0,0
40.15428153027289,1,8,5,36,47,11.920869985016585,0,1,0
19.653607397054817,4,15,4,65,27,13.019535515858143,0,1,0
17.482060168032152,5,7,5,34,2,3.215090694287062,0,1,0
21.009703306425305,1,23,1,33,47,5.858393897080842,0,1,0
1704.9729691049765,5,17,3,47,41,5.868795175591093,0,1,0
66.9275358072773,4,3,3,49,4,25.303096520940603,0,1,0
971.7386360497196,5,23,4,31,12,4.499643303573563,0,1,0
19.842902350547604,4,10,6,65,11,12.863015714092878,0,1,0
12.63427104613219,5,16,4,73,0,5.998170923365674,0,0,0
4.009651831300185,5,7,4,32,42,10.058396356200966,0,1,0
222.48213248282894,2,18,0,29,18,31.361202004806152,0,0,0
5.166640337499877,4,7,0,54,28,3.529494990763652,0,0,0
303.1843802392939,3,5,3,28,46,0.8984806500289169,0,1,0
4.374173133300983,5,22,4,22,49,3.1939558673293758,0,0,0
75.94351216534503,1,1,2,73,47,18.491620034746582,0,0,0
1.8468634629351863,2,14,5,73,38,3.6784615030429717,0,0,0
10.350827286853386,2,0,3,28,41,5.973469235130163,0,1,0
20.761956428879984,5,5,4,51,24,19.181366920499226,1,0,0
8.196961005110213,3,18,2,36,15,27.21867940490943,0,0,0
15.58034364883449,2,3,4,43,16,34.21561442612182,0,1,0
15.69249137575209,4,12,6,43,27,21.200451912288948,0,1,0
67.38350971795816,5,14,1,34,38,3.952083289338693,0,1,0
0.8779833197975925,5,8,2,48,42,60.72142753634048,0,1,0
8.633244651502642,3,2,6,36,48,4.745039668426757,0,1,0
131.88819045769415,4,1,5,61,4,6.448232106837452,0,1,0
46.6988661517767,4,15,1,37,0,12.115730034048788,0,0,0
135.22355789162114,3,17,6,76,2,16.098548737435333,0,1,0
62.68887703613571,1,17,0,40,47,51.34667162274757,0,1,0
3.953998476669833,4,5,3,42,23,6.470210093590052,0,0,0
54.127683062056576,1,17,4,45,28,17.821677305677003,0,1,0
23.342814350036637,1,10,3,54,14,6.5064918140708725,0,1,0
603.1054141932507,5,6,5,29,3,60.79482283100661,0,1,0
66.90320502880758,5,22,4,65,43,18.675549732203418,0,1,0
44.03792134616801,2,22,1,18,0,44.22403007342711,0,0,0
54.82445727400324,5,13,2,19,48,3.8468836891681555,0,1,0
40.57971505239041,4,17,2,27,14,6.95097849454456,0,1,0
38.96647619063056,4,6,4,51,23,15.621661453591063,0,1,0
13.471279111075592,1,9,1,49,30,44.92958349462457,0,1,0
44.84487582257466,4,7,4,42,19,32.860489584914134,0,0,0
83.32095018805374,5,23,4,27,9,54.62148963556465,0,1,0
98.54291154845261,5,13,6,72,10,46.5875729128672,0,0,0
82.16054749839715,5,17,4,67,17,26.54199733581661,0,1,0
192.88525322684583,3,4,2,18,33,14.20183792068465,0,1,0
108.23861465521018,4,13,5,49,27,3.9950387766699333,0,0,0
51.561582559500174,2,21,4,54,37,1.4267490113943324,0,0,0
3.6128928701369007,4,21,2,29,15,13.795436331444222,0,0,0
3.615020461484416,4,21,0,66,23,27.184548506157405,0,1,0
13.843258941306882,3,9,1,74,38,0.7991107235294067,0,0,0
21.54471470308033,4,14,0,68,11,3.76548085204277,0,1,0
163.5309545373048,1,5,4,35,49,4.408232038067213,0,1,0
0.3105034307071529,5,8,2,47,41,10.098527364218645,0,1,0
4.26392716733104,5,9,1,30,6,13.50715184790009,0,0,0
15.009279276990934,3,22,3,71,35,35.92521067562808,0,1,0
4.502863632004005,5,16,1,20,16,3.2677322066925827,0,1,0
6.0668467706551406,1,0,1,38,48,17.188262994688152,0,0,0
9.49966805267039,3,13,4,59,3,3.043222718322443,0,1,0
4.861082763241232,2,3,6,31,36,28.10019605913924,0,1,0
6.305129502624638,5,1,0,57,32,7.525995306755494,0,1,0
155.22083510380307,4,2,0,27,18,3.6250014114064166,1,1,0
50.4749669915851,1,6,3,19,25,6.2198247180969375,0,1,0
63.175402036792136,1,22,4,77,10,3.9934599585060946,0,0,0
19.08334306672945,5,13,1,62,30,13.358539276514115,0,1,0
91.52917912703155,2,11,6,54,0,22.738633339789732,0,0,1
71.6431450483168,4,18,5,28,39,34.165759764046165,1,0,0
49.294221915796,2,17,0,73,35,7.2511147177733335,0,0,0
7.528937407307696,2,14,0,18,28,48.81078607309654,0,1,0
10.34956280146862,5,0,2,43,24,11.88925280349195,0,0,0
98.21855494764802,4,2,1,59,46,43.16898034341428,0,0,1
9.252551837696465,5,14,4,79,48,10.40969731626223,0,0,0
2.9072679622446502,5,3,0,76,17,9.670102032728682,0,1,0
8.988741841989178,1,14,6,78,2,21.724314366616305,0,1,0
208.3269089033052,5,9,4,77,17,16.575964255739823,1,1,0
9.00198405334798,3,5,1,30,6,7.000041327912675,0,1,0
32.83457867505192,4,12,1,45,27,38.677716606041535,0,0,0
7.976247892215661,1,6,0,53,16,4.680042900542852,0,0,0
63.12635367537978,4,21,3,38,24,21.724477198587298,0,0,0
44.9341815139219,1,0,4,79,17,20.79013660745356,0,0,0
2.145178762893966,3,21,4,27,39,35.32507624607129,0,1,0
30.02552882486125,5,10,2,29,42,36.0245225589371,0,1,0
1.6098156495449831,1,13,6,63,2,10.155927570457743,0,0,0
8.748640386154594,1,5,1,44,24,12.588591125044806,0,0,0
19.743989680375744,1,4,1,20,6,11.772761527965883,0,0,0
320.6335471007012,3,18,0,45,46,69.79586961237015,0,1,0
32.35823984050819,4,18,0,19,9,23.358894033153856,1,0,0
6.3558196220187595,3,12,0,45,43,34.59733048198193,0,1,0
12.480717412001447,1,6,2,68,43,9.477784618982161,0,0,0
80.34221201018987,1,7,6,48,18,3.9484146827940534,0,1,0
6.486510659670658,5,13,3,60,14,4.780432475759978,1,1,0
104.1120524984484,3,18,0,38,20,33.531931608096,0,0,0
9.165285967466593,3,18,0,24,20,5.861413661499033,0,1,0
5.088694257612502,2,22,5,67,36,297.42290771959273,0,1,0
9.616646032782647,4,11,6,78,27,8.120164224988418,0,1,0
1.7781498148594235,2,22,0,48,44,17.308769517912534,1,1,0
0.7719268620469701,2,8,2,31,31,17.277612538332942,0,1,0
17.746652667390066,4,13,4,56,40,14.577482659006325,0,1,0
18.1569459139387,5,5,3,71,26,3.5970714845204848,0,1,0
29.508922546128165,5,14,4,79,22,15.60752858067812,0,1,0
17.615667817010088,4,12,5,56,9,15.471502801612685,0,0,0
661.0831896434034,4,6,1,72,39,9.030830425733773,0,1,0
25.857844440722822,3,10,1,26,40,77.59215946436953,0,1,0
2.5479923002491014,3,9,0,40,5,2.3119594065642177,0,1,0
3.7438995042672056,3,0,5,79,23,2.6878121144864675,0,0,0
20.094718192146168,3,6,4,29,17,25.886178914474495,0,0,0
10.452697443461608,1,17,2,46,9,11.165915211795761,0,1,0
3.1812689378407235,1,22,3,55,14,5.053591978698397,0,1,0
18.3885442580409,5,2,6,75,44,14.805758415030477,0,0,0
18.79636792939755,1,8,4,73,42,31.79716813061151,0,0,0
219.98087268793122,1,4,5,56,33,2.3848419309984927,0,1,0
5.082816003061464,3,22,5,39,7,25.100107218131058,0,0,0
10.733914314932234,3,23,6,21,49,16.95947704766867,0,1,0
218.96777735887866,4,12,4,65,34,9.684381561529282,0,0,0
32.880484710929615,3,15,3,24,26,15.574016028213066,0,0,0
5.038295894411555,4,15,4,77,24,15.838996224954371,0,0,0
6.875069298156136,4,11,4,57,2,21.112364656823054,0,0,0
3.250347349656167,1,17,3,25,20,4.54902422244616,0,1,1
22.553921234812226,3,10,2,77,38,36.14263454134358,0,0,0
94.32440682996554,1,16,6,77,31,32.86217060814618,0,0,0
231.9105909263035,3,6,5,69,49,33.84417794976627,0,1,1
2.1610136706871788,1,14,3,75,20,2.1702043065101213,0,0,0
73.97120201303618,1,5,0,74,8,38.25868298656617,0,0,0
25.699439869455066,1,5,0,52,49,8.424943570682567,0,0,0
13.559731111020461,5,17,0,26,0,20.71294266962539,0,1,0
10.740191722528523,1,18,0,68,3,1.6791324837143775,0,1,0
1.125921989414381,2,19,6,30,3,6.152261380001007,1,1,0
52.30008224346169,2,18,1,56,48,28.229932390085644,0,1,0
2.777954418679998,2,1,2,37,25,20.614505632464375,0,1,0
