transaction_id,transaction_amount,hour_of_day,day_of_week,customer_age,account_balance,transactions_last_day,transactions_last_week,avg_transaction_amount,distance_from_home,is_mobile,is_online,is_fraud
94,117.54166990597595,6,6,36,863.937068754935,5,21,11.858486301550917,24.821774939491256,0,1,0
95,12.151879596235212,6,6,50,580.0920809333753,3,20,9.86042377311893,24.420145366704915,1,0,0
96,94.31796574265525,10,5,37,1286.7309567951038,5,27,81.17261879863861,89.3400777821504,1,1,0
97,3.94775922048121,16,3,41,1900.8423812005628,6,26,21.79826542573292,276.93341369657696,1,1,1
98,2.5981318903596806,13,2,50,5467.018733203916,2,31,67.08964499210965,16.52975052630554,1,1,0
99,35.48467517677375,17,6,18,8149.2211467112,9,22,203.32623366108172,84.07923115142722,1,1,0
100,11.372922924744877,2,1,21,1948.7183960582815,6,21,109.31444100889568,33.42031339523236,0,0,0
101,52.61925060685081,7,5,40,3489.5710663055343,9,23,72.81310240324976,125.52560334482395,1,0,0
102,1.0337242965016382,8,2,42,10778.646816966111,6,26,136.07535555298625,25.666758564807584,0,1,0
103,58.46316823918397,21,0,18,1504.8003862309142,5,38,16.150484702352763,13.344211164568827,0,0,1
104,989.7534689984043,8,0,55,7512.195748040812,6,32,240.6635341840079,2.51140655032609,0,1,1
105,19.357133886819167,13,3,35,2758.77029315619,6,23,171.26592907247368,99.16238490538476,1,0,0
106,21.140976963759258,20,2,37,1468.1658739965865,8,24,89.60175526236598,11.242793537370382,0,1,0
107,26.29356485587542,10,5,58,5979.244430111268,5,22,108.8606439126993,8.56928695326546,1,1,0
108,1.2300273855512924,17,0,43,4450.450971544516,1,26,46.759609708999946,11.765812859696624,1,1,0
109,38.062135137111134,8,4,48,2403.197833527361,4,20,239.3198818687305,6.974837226999848,0,1,0
110,1.8073928345594348,17,6,40,3142.7177354714618,3,20,33.58823878736586,17.583788878260663,0,1,0
111,10.574871809378616,0,6,36,7713.805680981045,3,19,190.8540371162137,26.51819884045744,0,1,0
112,129.58076107530707,21,1,25,7218.533088208381,9,33,149.7644896045895,0.6553563304661544,1,1,0
113,6.667030549690479,9,0,34,6486.235703248578,7,23,83.33371161700087,120.29427696995594,1,1,0
114,42.60081925170556,22,5,48,1397.4918635892586,7,16,17.625465503889956,36.79705336272613,0,1,0
115,91.75377045195957,15,0,23,19145.296586721113,3,19,352.8819963345735,38.11320795347986,1,0,0
116,30.511732572216456,22,3,47,4075.7380653914797,3,24,61.065452205789484,7.213282170384991,1,0,0
117,2.569155626333868,10,4,27,11400.420599475787,4,21,235.9014701084664,94.50134844868667,0,1,0
118,12.198183985024428,9,4,38,2481.1532615060773,3,24,66.72700932225982,29.73792473673918,0,0,0
119,379.5996002232012,12,0,68,1637.7254167239387,6,21,17.69698057624686,5.397613678695952,0,0,1
120,1.0,21,4,32,617.1194742159721,5,26,12.960374885015636,75.99707289528361,1,1,0
121,13.280821196213656,23,3,27,8065.266052060058,5,24,457.9361280668501,42.23528210034564,1,1,0
122,8.774395628788351,12,3,29,6763.994305760995,2,19,375.31356061243014,14.41435512461866,1,1,0
123,24.07372615230044,10,1,41,4989.006140044541,6,19,52.36548137171817,61.799084590209695,1,0,0
124,61.70243688157022,22,6,43,7390.543967826952,3,22,378.3204716078594,139.59694187217028,1,0,0
125,224.31166626008303,19,1,38,3384.297891104568,2,29,71.1678506270476,1.7730940714709427,0,1,0
126,13.391918285467908,7,6,68,1025.6656016460922,4,29,37.41780371748833,25.82362638671783,0,0,0
127,67.93232540339511,6,1,28,1741.896963543063,5,25,55.67095323967743,20.249289049983126,0,1,0
128,42.50451124752476,11,6,53,3105.627931223947,6,19,39.36964112087671,12.569205815224315,1,1,0
129,40.915990270705784,13,2,33,3528.1976381588224,6,23,236.24159957749274,54.593386292105215,1,1,0
130,8.620250139088279,12,6,52,1866.2310077697516,8,22,50.348692910213224,55.41989768230779,0,1,0
131,4.499731808261623,8,0,20,2108.4800323654217,8,27,37.637368055654356,65.11442701429517,1,1,0
132,3.8571760831771553,13,3,39,310.52566333717164,4,25,9.192849476624357,21.188566752948653,1,1,0
133,6.458158310544636,14,4,29,21634.32651955427,3,21,341.7020371219262,63.265032406553836,1,1,0
134,32.54194471386433,14,2,45,1612.0612881833088,4,30,43.41294958565934,4.337739378731207,1,1,0
135,62.89232201317651,22,4,37,3354.0413791866704,6,17,57.202599193456436,34.9521367907136,0,1,0
136,32.6290590028758,16,1,63,605.3141522546409,4,27,6.1502561247250425,9.50111618728272,0,1,0
137,8.815992094659581,2,3,28,2801.4902623622443,7,26,30.131995311134585,25.920878213933086,1,1,0
138,301.55582751057597,4,4,39,6348.589247891665,8,22,120.82222871493846,11.4834666146483,1,1,0
139,196.0360234485165,5,4,23,1103.8722397372294,3,23,23.747319082909627,8.298772570831275,1,1,1
140,11.810628316572469,5,0,40,1618.7384511571322,6,23,18.693275272372613,52.919598093532215,1,1,0
141,5.840713073549354,19,5,34,465.6765863790673,2,27,10.522618484257734,0.016685301534011463,1,1,0
142,24.418045563793434,1,6,50,2332.0410372173747,5,22,23.636079671622365,9.979818666409493,1,1,1
143,134.41714240093262,14,1,41,1812.9255555076452,2,25,35.16545518931125,132.9111579404554,1,0,1
144,33.08723193701213,12,2,38,2884.1212871249495,2,23,195.66627768091493,68.16655490388288,0,1,0
145,46.285237111529455,17,2,45,2600.4388426200844,7,18,31.16194622043979,74.5516938048759,0,1,0
146,14.612536382077915,11,6,35,7877.46634789736,1,23,175.69099738803143,18.928969720037898,1,0,0
147,39.82147512606395,10,5,42,599.734015597532,4,24,7.498589410179992,10.364401139293514,0,1,0
148,203.7342965868118,16,3,46,8355.892255870334,7,29,340.36365495397064,124.65214093370453,1,0,0
149,14.020167486401808,0,4,37,1671.9928537960743,7,28,41.89178877557208,128.40517890223063,1,1,0
150,24.90233561228256,15,5,29,2172.1545830634527,7,23,26.299262288809746,4.869617390750381,1,1,0
151,29.392064261318577,23,1,42,4479.346490938694,6,20,427.5090391110824,32.547426659350585,1,1,0
152,30.7407161134284,0,3,45,8458.841849964942,9,18,598.2129791827033,39.076312814927185,1,1,1
153,2.416129031908043,22,4,45,469.7785137065613,6,30,7.136623268290689,31.539268701140145,0,0,0
154,1.2028539396410922,21,1,34,1685.9959682735616,4,27,17.316815106021917,83.25449664806017,1,0,0
155,4.351485989801781,12,0,52,924.625733579487,7,25,16.51276638273464,179.56466829426142,0,1,0
156,25.839735507974183,6,6,27,2263.677518744908,5,24,29.64168435801436,117.29130318696043,1,0,0
157,46.098676902989254,23,3,18,4554.67860076483,4,32,55.51410123500502,22.740588108110824,1,0,0
158,9.061078569174478,13,3,34,3883.138155664429,5,30,89.20186599386136,17.9257757615717,1,1,0
159,158.52086488410697,7,2,33,3945.5829469079185,8,33,64.83716591580884,12.176825553869133,1,1,0
160,16.203642108963493,16,4,18,3038.585871015965,3,21,35.64252729051227,60.1336047642271,1,1,0
161,20.70704534825643,1,3,39,3594.8717270827306,11,27,59.7389455004263,57.12730689151621,1,1,0
162,15.015067458578265,11,6,37,2099.294300872614,6,35,24.75546005748039,132.36906445339167,1,1,0
163,24.558061944727342,7,3,33,1614.7464715019803,3,19,20.448105373946927,59.59930292514388,1,1,0
164,57.783953213288385,11,1,39,11017.913919496312,5,27,116.55801098986092,29.083019655997166,0,1,0
165,54.515232436654436,10,6,31,2410.1358449390405,6,25,24.166476915991847,32.02162048361142,1,1,0
166,5.219311982483129,9,2,39,16221.803255459467,4,28,653.7259601628724,20.789561726084425,0,1,0
167,197.45202920114147,6,4,38,882.1347484738167,7,25,19.406000555183464,51.13841097643213,0,1,1
168,3.8863107482704042,20,1,53,2964.948676289905,4,25,45.92339586326635,12.517763609830137,0,1,0
169,22.62013686154653,9,0,38,899.3809024000144,8,24,54.52243914598436,26.057129751165693,1,0,0
170,13.308529423534262,23,4,38,1099.62746574448,4,37,28.851782077315775,20.37839921151431,1,1,0
171,4.164151294482887,23,3,25,11225.033835635975,2,33,277.65525737962383,92.04120013701117,1,1,0
172,17.945136264792456,19,4,37,15983.344784469095,1,17,218.0485726932479,61.32269281193024,0,1,0
173,6.611293612334419,3,2,32,2683.469510106711,4,21,28.127318972940795,206.78238359715553,1,1,1
174,22.40671890305857,8,5,50,5110.182337824128,6,38,70.62848863676726,51.73593873227652,0,0,0
175,36.76803824472223,9,5,44,2816.797476882769,5,16,33.14351726980811,65.39674688325474,1,1,0
176,182.7088776225558,13,1,47,3174.9272842176097,7,28,85.5603833177215,44.86136650258022,1,0,0
177,31.851240451801047,19,3,50,2114.795688055637,4,35,25.39038688038643,19.68149443549383,1,0,0
178,8.029819018559788,15,4,34,8024.991441990997,4,18,212.3063149599873,63.646175449605394,0,0,0
179,11.162615395373416,7,0,26,1744.6893613456978,8,26,21.568745707794672,81.7432570014024,0,1,0
180,24.778272472237386,9,6,18,683.8975141592106,3,29,8.675766570980716,27.816606109963026,1,0,0
181,23.10828576163129,4,0,20,12383.571363513018,4,24,415.1873562826053,59.95577360849993,0,1,0
182,179.35801683081257,0,5,18,2201.1092888457347,6,18,31.413803405449137,176.0910984704985,1,1,1
183,162.88255092816613,18,6,39,939.1404187403675,2,27,25.54602768079863,72.98655220519481,1,1,1
184,11.723508631523309,15,0,18,1388.7382851505317,7,29,32.5252715974398,26.516175063297098,0,1,0
185,8.820131751515692,18,1,50,8215.652229103445,7,23,549.4488552339025,18.78369318991033,1,1,0
186,1.0,13,6,38,6121.535480332133,6,25,84.43069206592949,102.84629238984968,1,1,0
187,8.816450752498325,15,0,38,9556.016980792241,5,22,210.03353819951212,20.05407122310474,1,1,0
188,4.631651226323931,17,4,31,1383.0826258507398,4,27,14.440689375282277,34.77366243693883,1,0,0
189,11.796033287235304,7,2,57,6351.822461822272,5,22,93.16723896087939,50.56996484085805,1,1,0
190,36.13913548230997,12,2,37,2633.8060421032765,7,32,122.36457007027263,13.666352727858024,0,1,0
191,26.200761986503867,10,1,29,15155.484174991852,7,28,169.6385399800404,5.052051117235994,0,1,0
192,19.202644221647276,7,6,31,1953.3642480779724,10,19,64.79948772055182,39.47120039779025,0,1,0
193,27.095649139345998,7,3,30,1893.3740993457375,3,22,63.131647503356454,27.989032600448116,1,1,0
194,16.62359946278869,21,6,39,5637.222621054184,9,26,60.60616308040806,42.12936554314199,1,1,0
195,26.991672670313918,0,2,28,4163.155000721379,5,17,120.90645644748827,7.851989122305262,1,0,0
196,1.0,7,3,53,1134.907928617405,5,30,50.76173293942385,47.586774676079,1,1,0
197,13.410792126351035,19,1,36,11417.240830840494,5,30,519.2585350271403,15.997557534231573,1,1,0
198,17.008681980402354,22,4,34,1798.1824758053344,3,32,27.48922524042435,30.29942277456629,1,0,0
199,12.038470846259901,19,6,40,8543.510664890522,2,29,364.9760733887747,14.404735206478902,0,0,0
200,14.484521649816253,22,1,35,1176.452574353652,7,35,16.104005254278206,96.77831621590724,0,1,0
201,57.68315424398471,19,1,27,5546.953038507774,7,20,70.68897955341808,69.39420091799406,1,1,0
202,8.189411202129818,18,0,52,479.10657235168304,3,28,5.467451956985053,28.218191924529634,0,0,0
203,545.1457274980926,16,6,52,6537.2075955782975,4,20,515.3541562897749,1.2757986761779634,1,1,0
204,56.398659773086415,7,6,37,1207.0675721730295,3,15,25.822678422357825,10.166643217230458,1,0,0
205,19.896406223327386,8,0,53,47510.66632606759,11,24,754.3661003533216,2.288000030030309,1,1,0
206,14.731772342577129,9,6,38,3555.3425513791094,2,24,122.15586801733609,7.073594838275814,1,1,0
207,17.64083827003848,11,3,61,3877.96883259886,6,29,44.35838195062636,50.126173817599216,0,1,0
208,5.088786508090458,10,5,32,687.8901898152454,4,29,11.266900077400834,132.5363696455307,1,1,0
209,17.41263672360974,7,0,40,3388.047680281279,2,23,43.0325234399729,14.247850119293131,0,1,0
210,30.509108399832684,17,2,32,6740.490482959827,6,26,100.31214322180915,0.35206430722373055,0,1,0
211,47.90943334614031,12,0,38,6930.33802783781,4,25,163.17656581068044,119.66349536319314,0,1,0
212,47.920082178524446,11,3,47,1796.078757511796,6,31,38.35348577434321,98.30999870747051,1,1,0
213,13.298931320418573,8,5,35,1167.816033243742,3,28,48.35807346166294,79.99080121253319,0,0,0
214,2.400979120941932,14,1,43,1498.8068442070312,3,29,100.85560177717143,38.39409878583347,1,1,0
215,7.362106202717905,10,1,48,23659.154247244747,3,21,414.54056572761164,51.18246189399623,0,1,0
216,225.4931009952412,6,5,26,2895.975679015833,3,36,43.59517241127144,21.13094346812849,1,1,1
217,77.02172077912527,5,1,25,2590.973349220784,4,34,38.06476275849807,1.0664260134830148,1,1,0
218,34.9678608939097,16,3,18,2265.926574753412,5,17,152.71552441338298,155.54924062548028,1,1,0
219,6.41127803734534,23,4,40,4190.865840506105,6,30,214.3049482400271,10.92464713983048,1,1,1
220,20.195660052963994,12,4,45,6852.924067833359,3,35,79.16721675192935,24.23960845044298,1,1,0
221,3.0541367144838096,13,4,31,1930.7197894654225,10,16,34.59156572455691,136.49095817517215,0,1,0
222,8.77664912753203,3,0,42,2468.6069603747414,4,21,73.61996097684289,4.3162060219161065,1,1,0
223,13.904256099427808,14,3,30,2757.511277374586,6,28,32.35322917866173,8.020551156785467,1,1,0
224,11.676054284305797,15,5,25,2156.171948605871,10,21,74.89511046302655,34.24535234613467,1,1,0
225,84.34393440648695,12,4,27,54160.008596370906,3,23,577.9549764341685,131.68330314649015,1,1,0
226,2.3914769097212534,2,1,26,1540.932216929244,6,24,77.22555990294036,152.18813246079756,0,1,0
227,5.4840923021299375,21,1,54,9764.938380781572,4,25,607.963409971004,46.98560243099241,1,1,0
228,2.5547849286696125,23,1,29,644.5470636843577,6,27,9.805523258570961,64.54891443442804,0,1,0
229,3.1392068766741086,6,4,27,12304.585246453316,5,22,124.30013737439626,34.2805999629466,0,0,0
230,24.193496192590906,16,4,32,3261.9369272382764,3,28,76.25715777487841,130.60113185306844,0,1,0
231,1.8209151427764942,22,2,47,5441.407104421969,9,27,161.1739964145505,93.40870353935607,0,0,0
232,62.22788232892842,11,2,42,2678.478579967371,7,22,56.608593755359244,64.38595734167897,0,1,0
233,13.870667166674357,13,5,45,2882.2332257051735,3,25,32.57427218948986,11.970269733776535,1,0,0
234,22.26870876759828,8,4,39,2792.7775953029027,4,25,48.891343378632776,36.03267355156456,0,1,0
235,32.58542514615897,13,2,23,2155.8542694138177,7,24,28.111188016564178,21.605021431455445,0,0,0
236,10.472473251002498,8,6,61,1491.477001460516,7,28,47.30158093609079,147.49795328021452,1,1,0
237,94.51131602529189,11,4,43,2220.3536367200136,1,26,22.835339098007573,9.077573651303657,1,0,1
238,15.006537056118098,8,5,59,2970.686289297734,7,18,46.41659971629006,40.39359915028758,1,0,0
239,48.96498167171093,17,3,49,2431.153155302233,2,28,72.27729512659732,4.73959083814093,0,1,0
240,14.89955617900945,21,5,44,5999.967645145061,5,24,107.0128010986481,58.74699787338693,0,0,0
241,31.072139483405717,10,3,48,1025.5408458432507,6,20,10.793868981394894,127.21610807820574,1,1,0
242,30.553950969834226,12,3,25,431.197609952921,5,27,4.698795340594367,161.65253170770833,1,1,0
243,29.22296606412036,4,0,36,767.7664055788763,6,27,12.565913692440489,4.819703266542777,0,0,1
244,4.657776673381783,14,3,38,477.2943284048138,7,19,24.59794030913836,108.52732693509859,1,1,0
245,38.621675326395554,4,6,41,5885.722507456879,6,30,61.624694143758916,86.0682989460564,0,1,0
246,12.448056625017367,17,1,18,2488.4522159866706,1,29,118.15991616025886,78.81968389271407,0,0,0
247,51.71418140483658,0,3,59,643.6697695996711,3,24,8.087774327284112,38.180031796810795,1,1,1
248,1.0,19,2,25,9308.18247954029,5,26,355.18370180540467,36.85071810126588,1,1,0
249,2.230722818743313,12,4,54,5854.036085463465,5,29,143.39936158743527,13.442592678280892,0,1,0
250,34.64551718868853,17,3,42,1992.6038159519712,9,29,36.81076744012392,21.189319668413344,1,1,0
251,328.4522197774951,6,5,40,619.0342083934077,1,15,12.32471249603536,234.97464697928274,1,0,1
252,70.2870885802486,4,0,18,2524.2359834781914,7,27,28.862660489530864,49.26782132370308,1,1,0
253,7.216164641699145,22,5,48,979.3951538008803,6,29,19.54787372612755,50.649486929900476,0,0,0
254,1.5871205140375988,5,6,45,11009.417118148845,6,19,433.9527240663861,79.94113346237772,1,1,0
255,61.19278752914905,19,6,34,3295.4724867528375,3,26,41.2398788541878,63.976045528498304,0,0,0
256,17.798695479353093,10,3,43,1792.1282172779984,2,22,21.689201307033656,40.8387417115953,1,1,0
257,48.71837781860037,3,5,53,4219.101592845611,6,18,66.50443724091666,11.427508468868785,1,1,0
258,23.87777436334991,17,4,48,618.0722568263606,7,24,7.484958324247894,14.920511891664932,0,1,0
259,20.998780984486007,12,3,47,18874.819451679243,3,21,206.13210656880725,3.3816859328556874,1,1,0
260,1699.243054521863,7,1,36,2200.179026046994,7,21,54.81331145811831,142.18961082012697,0,1,1
261,19.901698073798062,6,1,38,1252.270168219191,5,30,40.23875501847532,12.171911603873035,0,1,0
262,15.817741441447076,6,3,27,270.8331102560132,6,26,7.314071570612472,7.164230151028747,1,1,0
263,16.740433937102548,21,0,35,972.0399229440296,3,32,25.04302569756806,67.32369878992951,1,1,0
264,8.370343515507749,10,3,28,5425.927190962996,5,21,66.21762422840824,22.96519357757024,0,1,0
265,88.6946296221669,8,5,19,2420.785684333056,2,21,25.251228518429937,126.1355965730089,1,1,1
266,11.814983325373541,14,2,30,7655.310462549332,6,34,135.39160128170576,32.411654108600366,0,1,0
267,52.13904323777242,22,5,47,3835.483164540873,5,23,40.12576187035855,1.517764631777391,1,1,0
268,30.78121325792045,7,2,35,7676.828658262875,5,21,115.8960799231682,36.05137788052354,1,1,0
269,125.02063368985156,15,1,18,3800.8844410608317,4,28,292.12106331825646,48.665782945983835,1,1,0
270,37.72297764821883,4,2,26,5536.594904659209,7,24,57.33109406605413,19.72248568231207,0,1,1
271,3.2541230678967827,17,0,35,2620.1816884973045,8,22,139.56034903486477,8.835559461727293,1,0,0
272,2.7463378201693684,2,0,58,769.49104709218,5,23,17.24141478882564,25.136237406609,1,1,0
273,166.0939710940205,0,6,38,5797.396324136325,6,20,96.06310282801228,10.29513751066133,1,1,0
274,8.06016312464419,16,5,20,1699.8502393572892,2,12,20.359101482926597,19.801794864817683,1,0,0
